generation,peso food,peso poison,raio food,raio poison,average life time,average fitness
60,2.6238803144853624,-1.71699318115002,66.73735959409213,46.04295181540475,1073.71,36.85
61,2.6167358012711115,-1.7176537514896295,66.553276669255,45.38412240162863,1053.8019801980197,35.01980198019802
62,2.6132309201358925,-1.7212271586339642,66.40385485583738,45.99360500408485,1058.48,37.32
63,2.615026819802438,-1.7229948197872489,66.61670754021374,45.55132984833008,1066.25,34.53
64,2.6082489440382064,-1.7254872981221654,66.42923427765464,44.841343515316865,1079.85,34.23
65,2.6143114023516443,-1.7109608916191312,66.51643848189697,42.57355217151832,1081.32,30.87
66,2.618495176592036,-1.7056069974183456,66.22876624880735,43.06705899487892,1072.72,31.23
67,2.611107863802274,-1.7071326711256267,66.45540163741275,43.768165185546394,1073.16,35.57
68,2.60689316718095,-1.697738441698574,66.28685831540723,43.174061934850144,1054.08,35.18
69,2.6065640808728006,-1.699980047535992,66.46960856624308,42.63064915871834,1038.29,32.82
70,2.6044643852708718,-1.7029563531263094,66.69789032599513,41.48748323046483,1095.5,30.8
71,2.6039226374024156,-1.7045633685277988,66.81964472645416,40.58900236426461,1081.7128712871288,32.45544554455446
72,2.60413351092955,-1.707934556921726,68.25837571821351,39.91634126470141,1083.45,35.02
73,2.606291063136673,-1.7057352110226824,67.54154428317595,41.22539757085314,1063.79,30.62
74,2.606160276487845,-1.703106504927157,67.12487984809263,41.36608667337451,1065.62,37.77
75,2.596473372545311,-1.7099119929460296,67.55522520239967,42.09118447236545,1065.28,33.78
76,2.6079030142741373,-1.7131641622154095,68.31638454447565,42.22100712888359,1058.11,39.28
77,2.605602180180497,-1.7128894014420022,68.43150978180489,41.82292492184111,1076.23,33.59
78,2.6076929681349332,-1.70977934694035,67.89932353710678,41.91839529914991,1066.3,36.33
79,2.5957486682049944,-1.709978817288993,67.83674436312995,42.34046176702535,1038.52,31.62
80,2.6012323623421985,-1.7126719681032545,67.75562309754304,42.41161335227804,1087.04,33.29
81,2.6047205637995474,-1.7079426804845164,68.191065611371,43.16549081817195,1073.79,35.79
82,2.605549509880585,-1.7054630486103606,67.9978284677964,42.579519327609745,1067.74,33.2
83,2.6028374986250937,-1.704474095112433,68.30990851693677,40.60454127302537,1048.2,32.09
84,2.6025428979791787,-1.6965420638150273,67.59287389364184,39.9594222501962,1070.26,32.63
85,2.601146035125416,-1.7022902918606235,67.95914944002159,39.79382341422232,1077.34,31.92
86,2.6007153277785857,-1.7049453184176009,67.9532714634504,38.970211516164404,1067.32,35.16
87,2.601819281762484,-1.702442837729472,68.51517349650999,39.31693036540707,1081.13,33.55
88,2.6034786715902896,-1.6997153424554787,69.16934037652571,39.907841818384014,1068.54,35.82
89,2.603067551047386,-1.6990360527481039,68.69177048765145,39.94147227789328,1079.65,36.3
90,2.605863503657927,-1.7066805048054063,67.08455950763398,39.69265372464412,1075.76,31.81
91,2.6093738356365406,-1.7086240386516767,66.41387401407444,39.55267126632612,1047.78,36.84
92,2.613970521214292,-1.7075006782583642,66.68182677769092,38.854113214720726,1058.38,33.09
93,2.612238641576915,-1.7078893255719907,66.70747729548003,38.9900436621037,1059.49,34.6
94,2.610894170621329,-1.709027169790597,67.04108836241872,40.158141860631105,1058.98,34.05
95,2.613100881306407,-1.7084281600427098,67.25598201178326,41.00418107948023,1077.49,31.89
96,2.6137583969353324,-1.7072664926883525,66.3347095652994,38.87273590873221,1089.23,35.13
97,2.6126952514356985,-1.708181727918463,66.52566643073189,38.879149552304,1069.3564356435643,34.02970297029703
98,2.614524308819382,-1.7085408174612686,66.53680876689361,38.682418272756316,1086.8,35.01
99,2.616167386878902,-1.710089646205526,67.35416930545586,38.475868784358,1083.68,32.6
100,2.614934467106547,-1.7078634788154554,67.63516529497555,38.87555734999011,1039.71,35.26
101,2.6140283164370186,-1.7078238293298376,66.8981068935824,38.76444080854157,1070.48,33.16
102,2.61718401197432,-1.704821698101176,67.17279940023327,38.66960374453334,1068.24,31.41
103,2.61359359383248,-1.7074717680181848,66.63917537245004,38.901657689392415,1070.0,33.91
104,2.612089241353804,-1.7069458324309204,66.9322880454479,39.161600976667934,1050.45,33.18
105,2.6144993187221868,-1.7092263575798299,67.10268726306548,39.52794869663666,1076.8316831683169,33.65346534653465
106,2.6135322969205608,-1.7075160599284676,66.59154568774166,39.24032008228633,1069.1980198019803,32.118811881188115
107,2.6127041335039918,-1.7103160118772562,66.94360183059801,38.89806053846359,1058.26,34.31
108,2.6081332684857386,-1.7068908555833797,67.17059384819456,37.93947015683873,1089.47,32.15
109,2.613192436407404,-1.7036001384209143,66.94972060001881,39.213946411043345,1072.67,34.46
110,2.6142489736013577,-1.7058275987220912,67.06290096058311,39.37487325561428,1048.93,32.53
111,2.6134714564171087,-1.7072805383567566,67.04495410935752,39.61689676255283,1090.31,35.07
112,2.6119735123335666,-1.7094034674295577,67.58565856293872,39.25619196608066,1052.72,31.54
113,2.610520976048087,-1.7093248099557374,68.24908396960505,39.100839022568536,1057.03,29.9
114,2.612968299797282,-1.7083568548742574,67.98141614629546,39.091282949635875,1054.37,33.29
115,2.6178956062451637,-1.7091653522148647,68.635150214521,39.49003924059232,1087.44,34.38
116,2.6209402314984733,-1.7076655645736394,70.72246713842812,39.579662209349834,1076.57,31.11
117,2.6187683223619533,-1.7067613836122306,70.62181323142318,39.61074867048142,1046.92,34.0
118,2.615780387951423,-1.706649413313189,69.90228439042,39.056839550796134,1044.6,33.18
119,2.6144725622897522,-1.7048148992413548,67.1529117592212,38.800332619830314,1091.51,34.32
120,2.613381515438229,-1.7039706751389176,70.3240826943474,38.979219569997916,1055.85,31.02
121,2.6147396096873017,-1.7039247081565647,71.56689691701658,39.71244519702475,1066.25,37.33
122,2.615043919089705,-1.702385199430904,72.39585596345782,39.73790638589091,1065.84,29.53
123,2.6208422610347775,-1.7020556384432541,72.15329802459485,39.69964134945817,1060.16,33.63
124,2.6212460185375943,-1.708238076682336,71.91653375750163,39.32833155780454,1059.67,32.85
125,2.6234057443357064,-1.7059980127621577,73.06801499282962,39.43070911669886,1064.31,30.74
126,2.625227422910551,-1.6980403047102914,74.58696191299228,40.78636418079094,1059.66,38.44
127,2.622535529052771,-1.6980831108355248,75.53204835373265,40.48563903143983,1054.19,34.26
128,2.6206284176222097,-1.693643153940739,75.67850079753151,40.383712407542234,1064.54,35.8
129,2.6196599790711868,-1.6946071204751516,75.65900251813825,40.98534064735245,1057.86,41.84
130,2.6239273603830355,-1.6942090975246682,73.92793873383728,41.272751291088724,1064.62,29.64
131,2.6237705359861887,-1.698191096488195,73.35065120712689,40.44376036022235,1058.13,34.39
132,2.6272138584596774,-1.6986113250748476,73.70539150985556,40.585920066311985,1048.9,32.66
133,2.622310400293451,-1.6953219294896866,72.9516686238524,41.960496580654564,1051.15,31.64
134,2.6156198804892594,-1.6994054519725195,72.7290686285246,42.18651319113502,1044.009900990099,32.86138613861386
135,2.6113538109444026,-1.6990621078400883,73.83407284086435,41.58523581953925,1063.05,33.59
136,2.6195705625050603,-1.7021942411127755,73.66921870959574,41.79314898801851,1049.02,32.87
137,2.6218498857864727,-1.703982809432407,73.50259908028995,42.02586982761608,1041.77,33.72
138,2.6174893284771503,-1.7051477357982734,73.57119026146508,42.378980416145595,1052.09,39.54
139,2.6176518114361182,-1.7040656325878083,74.36569692110656,41.94542511808836,1048.93,33.09
140,2.6181597856933534,-1.6940926612308067,74.59694309232388,41.78738270868209,1050.01,32.86
141,2.621180835559273,-1.6986306782677156,74.72778518474271,41.32790403988734,1049.7722772277227,32.86138613861386
142,2.6177097238576423,-1.7071690562405992,74.71639090076803,41.10826721985645,1064.67,31.85
143,2.6176726478964785,-1.6861057530744208,74.74743496552091,41.1022817957766,1052.96,37.82
144,2.6161810388236777,-1.6728886363545712,74.35645823510141,41.04646350890436,1046.31,39.12
145,2.61550936618619,-1.6859977232055927,74.3471836360888,41.509262866294804,1054.32,33.38
146,2.615886531936348,-1.6702017874540622,74.37074819228134,41.84514744345775,1051.38,35.92
147,2.617662722692086,-1.679494835571505,73.67940266774123,41.51396383472124,1058.53,32.44
148,2.6144593632708246,-1.6766282883264862,73.12415407931577,41.57781497309074,1060.38,35.44
149,2.6108967017956206,-1.681723428881275,73.16327445021444,41.48626538568305,1032.970297029703,31.00990099009901
150,2.61191116694523,-1.6879965982198228,72.86305939753578,40.86099194715542,1058.069306930693,34.495049504950494
151,2.6149307540693427,-1.6724538746013073,73.3212239541099,41.41576595840443,1054.96,31.62
152,2.617057389174186,-1.6809585408437684,72.63540817873323,40.90088289937024,1082.42,34.05
153,2.618099689080544,-1.6844934383427725,72.43034981513497,40.96068509503574,1068.38,37.36
154,2.617755395459881,-1.6823859069963243,73.53076403862568,40.92268034629256,1056.46,33.96
155,2.6226492967331354,-1.673887748446129,73.71489949637636,41.03770147639845,1042.34,32.95
156,2.646336188031326,-1.6833165059651827,73.25981346990827,41.07634651256637,1073.51,29.89
157,2.657432093634106,-1.6865790334791424,73.78806781230541,41.421564004173916,1050.45,30.42
158,2.6592812669419406,-1.6849262881302431,73.83947106229017,41.845153763705355,1096.26,32.85
159,2.6586604381567422,-1.6906750685179799,74.81571105144306,42.2113066485556,1057.18,30.5
160,2.6854487797375004,-1.7007198181075704,73.5161851218451,43.29092065342745,1070.97,34.23
161,2.6950321147268106,-1.7028614765984584,73.30796528318186,43.10134605327808,1040.32,35.29
162,2.6932228207093716,-1.6965349024738512,73.36226059584415,43.39921599604418,1058.5346534653465,33.445544554455445
163,2.6948517572958717,-1.7042678373768103,73.42788058773337,43.10432348753138,1053.99,34.68
164,2.7064312564171074,-1.7173816949549094,73.37940728231902,42.5640701466887,1061.53,33.76
165,2.7126848713980523,-1.7261265870731923,73.4623488990392,41.74394035933178,1052.68,37.86
166,2.7230814330464375,-1.7304300746841568,73.64381914979796,41.51542465507308,1053.69,34.26
167,2.7247838050583355,-1.734881630365617,73.16943739394421,42.151645747747494,1067.92,34.89
168,2.7295969155097892,-1.742020690418931,72.80059695826145,42.411859660267666,1080.25,34.02
169,2.7307095181324432,-1.7363073820971877,73.07645574204197,42.09581581770136,1027.02,32.27
170,2.735807831284235,-1.7342258161117263,73.20504164947772,41.9521822515266,1074.3,34.42
171,2.713013333644468,-1.7346181457341168,72.88947347591382,42.111208198119826,1061.7623762376238,33.00990099009901
172,2.7183324638884194,-1.7361985255861714,72.93148205337916,42.60273934356051,1050.1,34.87
173,2.728504091372127,-1.738996060758109,72.83948135489787,42.3753546372038,1055.56,36.22
174,2.7158493572266527,-1.7387249586175608,72.6184632563372,42.3808813376849,1041.19,33.5
175,2.723960586874286,-1.7379363060823698,72.95964806807521,42.69528336795491,1057.31,31.5
176,2.7322075317191867,-1.7384471842125848,73.98371769840244,42.410221634969346,1069.87,32.74
177,2.7365728956449042,-1.7390239093243185,74.23789130598962,42.24074504022371,1073.64,32.89
178,2.731617548046445,-1.740986624048311,74.53650314184546,42.4627655045769,1044.16,32.79
179,2.7340871880206215,-1.7405634913373056,75.40444265500214,43.00219205805809,1036.54,34.1
180,2.72477792781558,-1.7416377833394356,76.43659045716788,43.47646363610053,1049.95,35.06
181,2.7177482572037817,-1.7391451173215293,76.50252147993251,42.77237768639617,1057.09,34.06
182,2.713068520131178,-1.7393028836064275,76.63990443453525,42.54668427920921,1047.57,30.95
183,2.7105192296566245,-1.7393299987462847,76.87046152453526,43.264475787271586,1057.59,38.52
184,2.7105097019380935,-1.7379384460387297,76.77597046582206,43.501598640721525,1034.28,33.95
185,2.71509359921163,-1.7392152596375992,76.53783338324367,43.35786105722219,1034.38,41.27
186,2.717061490402327,-1.7440028857569265,76.64640685967066,43.48245874078626,1046.7920792079208,34.445544554455445
187,2.7178382755099797,-1.7491811804978037,76.23739582389157,43.63898498141752,1043.82,32.28
188,2.7170024359847234,-1.7535812093012106,76.03201744879695,43.4375299640509,1032.42,31.68
189,2.7160968900926337,-1.7467401166177892,75.16169399677783,43.03297561904808,1051.35,29.03
190,2.7143160557278025,-1.7475483993258043,75.466811114232,42.67921433451936,1051.15,32.8
191,2.7164335461781297,-1.749647769162874,75.06090444292566,42.63392542286936,1028.18,39.79
192,2.7157280237350134,-1.741803248622557,75.87066651800515,42.749569286033584,1064.63,33.48
193,2.7194151619066997,-1.7405907213127672,75.65058417375386,42.48168058108825,1065.58,32.25
194,2.722314838843585,-1.74771178680563,75.38813073591051,42.74722796268873,1070.22,34.36
195,2.71815273376137,-1.7528606817047037,74.45231367225433,42.65609816009456,1050.11,33.97
196,2.7199064152091195,-1.7688134835589435,74.23382911631275,42.82220441171317,1041.8,32.35
197,2.722975928178972,-1.7691277016993732,74.63774599835278,42.90695063365401,1040.29,35.51
198,2.7225067743292612,-1.7711191825445831,73.68400532920985,42.91177047451965,1057.9108910891089,31.792079207920793
199,2.721446892595195,-1.7759028099387912,73.70975928959125,42.84135953161431,1054.1287128712872,35.524752475247524
200,2.7250233087434945,-1.7865783289210235,73.14459366361723,42.90058989317718,1043.28,31.23
201,2.7291631718476834,-1.7851661350120533,73.89451472984146,43.27891504705033,1041.5148514851485,28.495049504950494
202,2.7335002181519736,-1.7781312546381736,73.75344823959307,43.25196328631236,1038.9,38.42
203,2.736950010336314,-1.7888912695357018,73.71738313165285,43.59189815562317,1052.92,35.09
204,2.734644047777775,-1.787316544193521,73.08430757881041,43.54650804775957,1049.84,33.49
205,2.7345534604827826,-1.7819806847231183,73.24920133660098,43.335087095143535,1065.76,33.13
206,2.7385208618003003,-1.775528623478358,72.44269290832746,43.9900646093179,1031.0,33.58
207,2.7416251092544326,-1.7816778949194478,73.20881359561156,44.123430908899266,1074.75,34.56
208,2.7386433413650675,-1.7852036483859524,72.39319638709316,44.558910182320695,1053.99,36.78
209,2.743608324846983,-1.7933700610894994,72.43997689874675,44.301835949874715,1061.83,30.33
210,2.7435344097707968,-1.7921285922125656,73.24011577950859,44.57379833202868,1061.43,36.82
211,2.752548443292907,-1.7944063119317144,72.73752386903537,45.37660590324087,1055.41,31.6
212,2.7538467760805103,-1.8018932409739494,72.73815311858229,45.760703573572194,1059.27,33.13
213,2.75451792776864,-1.79313639938093,72.5092018092546,46.144657628233524,1054.8,34.5
214,2.7418713918664004,-1.7959398285775823,73.16769192457434,45.25926989651502,1061.9313725490197,35.205882352941174
215,2.736428185383746,-1.805981202519215,73.09923618138268,45.190741100263494,1072.91,33.72
216,2.742097807159248,-1.8208253011614293,73.11025672030941,44.90851278635808,1038.59,34.25
217,2.7431744445650037,-1.826173251609973,72.98969242882123,45.93785751686925,1078.73,32.35
218,2.741165758004947,-1.8304685548277408,73.67889341782697,45.69407243990222,1049.58,30.53
219,2.7441273768740824,-1.8259059706544527,73.36333368491779,45.39744400703418,1060.42,29.42
220,2.741234417530761,-1.8284224134330744,72.76647919965997,42.815239657805996,1052.99,33.89
221,2.7420528701311917,-1.8336016946149638,72.91414843850161,42.722783153247875,1070.18,35.97
222,2.73933941555132,-1.8326855115531466,73.15828439438015,43.31824650024868,1055.54,36.8
223,2.7385410124448004,-1.8291199672333898,72.81710838557264,43.78692675716242,1071.81,31.15
224,2.7423034532381547,-1.8336221716381689,72.79213891072015,43.19118801596628,1046.6,33.83
225,2.7408142913561973,-1.8266238670988226,72.78759801872309,43.246064739370986,1061.84,32.37
226,2.741345745965595,-1.8297730792693236,72.57844412216451,43.64734066467943,1047.45,30.85
227,2.74361403363351,-1.8300635604584528,72.64720748574906,41.83166573078688,1055.66,34.05
228,2.7411733485719383,-1.8290318841055497,72.80188228939046,42.297440760055395,1076.19,37.93
229,2.740344861754338,-1.826962006621618,73.05104817524766,42.43058369578225,1064.69,33.35
230,2.7382928712943277,-1.8254101024915952,72.8356904338793,41.70734546227905,1037.81,37.92
231,2.735688790923283,-1.8294462587045535,72.79418577866738,41.66497747396105,1068.99,33.79
232,2.7367145181410417,-1.832486366661561,72.98739411343442,41.963066621643,1059.33,40.49
233,2.742176426342703,-1.8369783827444397,72.78306356899793,42.6944356838029,1079.79,32.02
234,2.7461274392344728,-1.839396650697041,72.7496075700128,43.46160907889758,1028.53,36.88
235,2.7447071717470055,-1.837185830126318,72.75522407767833,43.19088447092949,1081.07,35.45
236,2.7458670988173037,-1.8382542970040543,73.0078132084515,43.57269259071741,1058.43,30.08
237,2.7483861449072897,-1.8369492446145068,73.32902257854619,42.30816073499629,1063.78,31.48
238,2.752177275025836,-1.8359419328324225,73.11082755932921,43.11810715955546,1047.960396039604,31.742574257425744
239,2.7505600296160706,-1.8375472888113114,72.67910589908814,43.320216806707684,1054.881188118812,33.40594059405941
240,2.762728221598471,-1.8356695858049494,71.6118634851867,43.167808390922666,1084.04,32.49
241,2.7605353315689554,-1.834644156434135,70.42855302646005,43.347528863595784,1054.82,32.82
242,2.7539032029162867,-1.8370760095965113,70.43745068125139,43.3505013335359,1072.81,35.2
243,2.7424878371807337,-1.8366414325095948,71.83154734042517,42.30251811591275,1063.48,38.42
244,2.750061288651305,-1.8346042875470558,72.54054442013873,42.577495103620485,1070.66,32.38
245,2.753311742069258,-1.839162174795202,73.44854611890862,41.858986394692145,1055.11,31.78
246,2.756683209904537,-1.8417880514713523,73.52597089398276,42.278042985037516,1054.65,31.29
247,2.7632091352856873,-1.849085256143071,73.09860715145079,41.751205448128985,1074.83,33.6
248,2.759526526746807,-1.8520737190226257,72.40667669520315,41.659773628178634,1042.61,32.66
249,2.7610660697925535,-1.8497694026322926,73.0566465957651,40.162774988220626,1060.57,35.28
250,2.759221388114328,-1.844996002296761,73.91375473903776,40.181230829569564,1052.23,33.97
251,2.761067009082032,-1.8358721267250298,74.23481059236119,39.30385198504791,1049.51,33.6
252,2.7590761773900225,-1.8291004880259556,74.616732744549,39.92684504565509,1064.67,32.0
253,2.75702445932535,-1.8182290580749825,74.96547485474605,40.767982677178786,1031.36,35.35
254,2.7556417590778386,-1.8122312745189837,75.35740291666178,41.134254425290784,1053.34,31.77
255,2.756377429514145,-1.80409243433343,75.29390779022073,40.7292644393495,1072.6336633663366,33.801980198019805
256,2.755062650622544,-1.799559251490971,74.71487617022244,41.17541279463287,1070.14,30.05
257,2.7619132583081716,-1.8043991125605408,74.00329624238921,41.00413097549458,1044.76,31.68
258,2.7578081540755877,-1.8065567477053264,74.08230604005682,41.25930043025118,1049.69,38.14
259,2.75933891803054,-1.8103241297223431,74.33728265973019,40.740540173974885,1065.38,33.3
260,2.7626491977034444,-1.8137906569487663,74.46436783888988,40.52103343121452,1068.83,34.9
261,2.761047427930563,-1.8124464431944047,74.27625421067711,39.747045163744076,1041.46,33.79
262,2.7585097706572768,-1.8128067349487722,74.11384801793817,39.44339165653445,1061.5841584158416,30.683168316831683
263,2.760882007519391,-1.816508870034273,74.11800706252308,39.53158331657743,1030.34,34.5
264,2.761424467409637,-1.8258448960229954,73.43310705805807,40.38327910368146,1048.47,35.72
265,2.759687715827423,-1.8338309278801515,73.11715970626436,40.539107286703725,1057.17,34.95
266,2.7613638433998635,-1.8323876531834653,72.22771933878485,40.3911091429268,1065.46,33.01
267,2.753876870654523,-1.8300860515239754,72.21367567609462,39.71909050340523,1069.65,35.62
268,2.7516329554792405,-1.8328090071133152,73.13377133230253,39.80303568216786,1053.1,37.21
269,2.753565124416055,-1.8354464523654042,73.84534482167037,39.806880773118586,1080.07,35.07
270,2.7585178934206955,-1.839466359035792,72.6940637944905,39.389796815860116,1060.57,35.19
271,2.7552768822809077,-1.8402117305637988,71.38115770577534,38.96346498768976,1044.86,35.01
272,2.754824203522127,-1.8315855837821742,69.83138741622999,38.3989285872431,1081.53,35.89
273,2.7594108034188127,-1.8309045423901649,70.61650442396868,39.37958840377859,1066.19,33.09
274,2.7581458749656935,-1.8302958390437285,70.72144433458904,39.50098858838959,1082.44,35.94
275,2.758695643920959,-1.8300658946208257,70.57694091463281,39.35319392871849,1049.6,34.67
276,2.7579185186542783,-1.8311332486572092,71.31317871278401,39.016786044869505,1056.06,35.16
277,2.7613022222641503,-1.8304905193748522,71.64653637427983,38.841491404164756,1056.71,31.7
278,2.7653537697787915,-1.8307620914318603,71.58154916098937,38.88378916431716,1042.77,32.84
279,2.764057479462437,-1.8337957298540744,71.16310158848651,38.55891198338206,1078.2970297029703,33.51485148514851
280,2.7626487241686095,-1.83598758618785,71.44739998016274,38.56448910578279,1075.13,30.97
281,2.7627111134095093,-1.8402831946421134,71.86902378524502,38.19158514455664,1073.34,35.65
282,2.762030880340496,-1.83406878209645,71.30142011421799,39.13514181336781,1075.26,32.04
283,2.7627099424111914,-1.8286060638888808,70.87379133699875,39.74451894220072,1068.35,33.14
284,2.7688828255026197,-1.8249467360160168,71.66452688395779,39.94932586407326,1079.02,33.52
285,2.766506073460555,-1.8297831717923527,72.00314177034751,37.60245089490803,1056.97,31.78
286,2.767041335532464,-1.8298930271849754,72.40997945785529,39.53844760841814,1053.58,34.92
287,2.7610978622330986,-1.8295449770363053,73.73209129372152,39.98248782192673,1061.049504950495,36.693069306930695
288,2.760346738866698,-1.82626460913023,74.22472512269066,39.28101804442406,1046.53,37.53
289,2.759998421904636,-1.8283440349046212,74.32074987641658,39.42660155405235,1068.5544554455446,34.742574257425744
290,2.760940439735987,-1.8267718288218313,72.1490132690622,39.57001651074611,1074.73,32.18
291,2.7640900045853356,-1.8278843074519537,72.41736553513144,39.8647043256816,1065.08,34.06
292,2.7659129591509726,-1.829965607710465,72.60424585532338,39.49976975864202,1042.9,34.38
293,2.7751307493874706,-1.8295025334586756,73.17797507854975,39.262928206647274,1064.76,37.53
294,2.7751533906267185,-1.8324515005961763,73.01372783369776,39.755099337247955,1052.29,31.74
295,2.7793440496864013,-1.8385496893885687,72.89570772277833,39.7551066025334,1065.56,33.13
296,2.7756815500523957,-1.8376701050303301,72.30312136594354,40.05437182631511,1022.7722772277227,33.75247524752475
297,2.774864777789108,-1.8493044954342952,72.561056083927,39.43890319873836,1072.4,31.31
298,2.773467630304799,-1.8528003326166373,72.7511416120636,39.211573062650466,1044.41,32.46
299,2.7724960474759723,-1.8570045602079075,72.52266131318251,38.94549809134669,1052.88,30.96
300,2.768807392335789,-1.8599982080963826,72.63351404606715,38.65109987979937,1048.009900990099,35.386138613861384
