generation,peso food,peso poison,raio food,raio poison,average life time,average fitness
0,0.025064125963237125,-0.10539434251470409,53.45812127763953,57.501109226848335,723.16,34.973333333333336
1,1.8967671694206665,-1.2444822397465025,62.95354779490189,51.350362121685215,909.3366666666667,17.5
2,2.0295384941519203,-1.6332501948277476,60.282556191089824,46.522449882706766,951.0066666666667,15.12
3,2.16716097137558,-1.5734235071830593,64.69661288256205,45.84884174232322,955.5466666666666,14.83
4,2.2805382982794615,-1.5666183506279803,62.36638840764966,42.81651430520417,953.0733333333334,14.696666666666667
5,2.3147216901242045,-1.6342185299940886,63.670987074347934,39.88981547775342,957.2558139534884,15.069767441860465
6,2.3287741033618965,-1.722984865333247,63.884921064880906,38.49872316695744,969.2466666666667,13.843333333333334
7,2.3428196926021125,-1.8022037399097628,63.28617639524587,36.672699894512384,961.8019801980198,14.996699669966997
8,2.345261360190838,-1.7562522111374737,60.732864415660444,35.65687131094896,977.4566666666667,13.683333333333334
9,2.3534795782838116,-1.8176199245218336,61.17919062662182,35.33457191925934,969.9533333333334,15.53
10,2.3542572369259576,-1.836688389070167,62.05502111861178,35.1754789124035,975.0897009966777,14.358803986710964
11,2.3379921727350017,-1.8689997724434722,60.52587064051652,34.8945186061431,972.7840531561462,14.754152823920267
12,2.34524044403396,-1.8966825833382648,60.36832709236308,34.016433285144586,969.9266666666666,15.013333333333334
13,2.335961179682577,-1.915140949580158,59.743574279686136,34.63541962273112,981.2757475083057,14.252491694352159
14,2.3269084811351566,-1.944394727232797,59.35484924335794,34.741420893683646,988.29,14.34
15,2.3313771508894043,-1.949001547136871,59.833614351284574,34.37499642104105,975.1666666666666,15.283333333333333
16,2.349311617628642,-1.9681285294846922,59.73969611191931,33.94487928208478,975.93,14.666666666666666
17,2.342572386173622,-1.9653704835213803,59.3967241187343,34.32195413735417,985.57,14.14
18,2.3449092344261078,-1.9693157650346014,59.56086416954048,34.3370585823022,979.3056478405316,13.970099667774086
19,2.339160966568048,-1.9740169326096957,60.388718370420236,33.49897554260189,971.1633333333333,15.233333333333333
20,2.3456966420328196,-1.97184256612608,59.64701491052132,33.09401782902444,969.41,15.173333333333334
21,2.3460861135576296,-1.9762406594949316,59.71091692158004,33.240644338910734,972.9466666666667,14.846666666666666
22,2.3472206043942925,-1.9860297333010355,59.681975712087706,33.70408506268245,962.05,14.303333333333333
23,2.3469985127351705,-1.9796880598194952,60.260046650639715,33.87862448659592,984.0433333333333,15.006666666666666
24,2.3306950787009906,-1.9679706243826838,60.76924904223454,33.98490962111274,982.1733333333333,13.876666666666667
25,2.3320930937730755,-1.980474050256918,60.87237650555031,34.13292170002811,973.1066666666667,14.996666666666666
26,2.335810986944368,-1.9793141537092303,60.57106510536196,34.1272197460654,972.9066666666666,14.803333333333333
27,2.3373942274797175,-1.9788287595399388,60.55027879723122,34.258916286455424,990.21,14.92
28,2.338682143743831,-1.984692907411667,60.56842822681886,33.993907702208276,982.2633333333333,14.553333333333333
29,2.3354569214591865,-1.9809388647257666,60.352190773784216,34.311601256815834,974.3,15.266666666666667
30,2.3414677707175713,-1.9774637484401225,60.665685478821224,34.404138275968194,978.0233333333333,13.733333333333333
